,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols
ENSG00000188290,1.57839359233711,-2.1189402663448,2.501365064256859,2.6422025252936643,S,protein_coding,HES4
ENSG00000164109,2.42312757070074,1.04051851160215,1.1651951570241055,2.637086649482118,G2,protein_coding,MAD2L1
ENSG00000204899,1.7571264434754699,1.96476086012118,0.729668529809695,2.6358639145116864,G2/M,protein_coding,MZT1
ENSG00000119326,2.5585809726344704,-0.623658679353444,1.8098857268366735,2.6334932583661637,S,protein_coding,CTNNAL1
ENSG00000009954,2.5838958596589703,-0.5061816644349629,1.7642451712830725,2.633009246275622,S,protein_coding,BAZ1B
ENSG00000161888,2.49206939413799,0.846590764382418,1.243314241820708,2.631943348086523,G2,protein_coding,SPC24
ENSG00000104886,2.5301827602523703,-0.7145018699126721,1.8460212013019401,2.62913250377135,S,protein_coding,PLEKHJ1
ENSG00000264364,2.5631394357329502,-0.563176155528399,1.7870807180527954,2.62428107282074,S,protein_coding,DYNLL2
ENSG00000175130,-2.53465954514352,-0.6519353688857359,4.460637664009435,2.617158523091663,G1,protein_coding,MARCKSL1
ENSG00000123933,-2.55779704997517,-0.55254807664293,4.499633325831126,2.6167986406797685,G1,protein_coding,MXD4
ENSG00000180573,-1.51104562448274,2.12587702655822,5.665256413796973,2.6081817443031943,G1,protein_coding,HIST1H2AC
ENSG00000104413,1.54503072672508,2.08966370110958,0.6366619106053453,2.5988101758804194,G2/M,protein_coding,ESRP1
ENSG00000184162,2.19045432060444,-1.3932896027634298,2.1373188966990435,2.5960250476109303,S,protein_coding,NR2C2AP
ENSG00000165501,2.59230518190084,-0.13039573164346302,1.6210550399812405,2.5955826326551,S,protein_coding,LRR1
ENSG00000136122,1.5348822902406103,2.0905095154370703,0.6333215735754021,2.5934713568935353,G2/M,protein_coding,BORA
ENSG00000029993,2.01014455286955,1.63351607691127,0.8883977830539879,2.5901845295188353,G2,protein_coding,HMGB3
ENSG00000160014,2.05004031236752,1.5788982595916499,0.9145051646949266,2.587582848233745,G2,protein_coding,CALM3
ENSG00000109805,2.12818797396526,1.4679636948283001,0.966968074544269,2.585362926527785,G2,protein_coding,NCAPG
ENSG00000102977,1.83103707284168,-1.8246831940833699,2.3544564271305375,2.584988495311133,S,protein_coding,ACD
ENSG00000148335,1.3719498692226202,-2.1719439108050302,2.578211944425554,2.568966094626983,S,protein_coding,NTMT1
ENSG00000147883,-2.56582406083746,0.0131181725832988,4.717501590592706,2.565857594962035,G1,protein_coding,CDKN2B
ENSG00000153048,2.43111218105671,-0.790988470623149,1.8853544728672593,2.5565541647970345,S,protein_coding,CARHSP1
ENSG00000147536,2.2465517116157203,-1.21550465815199,2.0667448831094184,2.5542995452672947,S,protein_coding,GINS4
ENSG00000100714,2.13635244792889,-1.39597735342985,2.149585765908578,2.5520099045773255,S,protein_coding,MTHFD1
ENSG00000111859,-2.5426981312114303,-0.0899851560396299,4.67701410967108,2.544289903838314,G1,protein_coding,NEDD9
ENSG00000007968,2.1276530177882997,-1.38555575106532,2.148023946205851,2.5390297563072872,S,protein_coding,E2F2
ENSG00000099901,2.44476095840834,-0.680383357265298,1.842230348600925,2.537671699925202,S,protein_coding,RANBP1
ENSG00000163964,0.98456856715038,-2.31888848553848,2.740072361831657,2.5192497041348436,G1/S,protein_coding,PIGX
ENSG00000277972,2.07609960765717,-1.4227787880584801,2.1715973263757307,2.5168410876857945,S,protein_coding,CISD3
ENSG00000151465,-2.50627449219013,0.161772945673496,4.776846739979847,2.5114900589400655,G1,protein_coding,CDC123
ENSG00000205420,2.48882860301714,0.291431738997193,1.4542312063185219,2.505833249378573,S,protein_coding,KRT6A
ENSG00000129534,2.216122892214,1.15115039430036,1.0917152698989,2.497268088070005,G2,protein_coding,MIS18BP1
ENSG00000121152,2.3764331216385095,0.74753151371438,1.2660355624134587,2.4912321741693733,G2,protein_coding,NCAPH
ENSG00000196584,2.1153566071178997,-1.30382759512581,2.1231606605789666,2.4848943585369794,S,protein_coding,XRCC2
ENSG00000149636,2.262617590589,-1.01272837670317,1.9916455290831636,2.4789225736643345,S,protein_coding,DSN1
ENSG00000166347,0.139393450678164,-2.46693060113221,3.085147862380278,2.470865663061125,G1/S,protein_coding,CYB5A
ENSG00000196230,2.3638922289476003,0.7071561879411079,1.2801203746364715,2.467398699890687,G2,protein_coding,TUBB
ENSG00000184990,2.32511075623158,-0.820962382958203,1.910217076960809,2.4657897848308563,S,protein_coding,SIVA1
ENSG00000092201,2.08184632315805,-1.31756982848536,2.135045849219114,2.463752091055761,S,protein_coding,SUPT16H
ENSG00000198700,2.07044149374167,-1.33464844120207,2.1433803231815225,2.4633340091449947,S,protein_coding,IPO9
ENSG00000168411,2.1887062689707197,-1.12697184523328,2.0462952824007816,2.4618084149218906,S,protein_coding,RFWD3
ENSG00000253729,2.07790240238315,-1.3171807816865402,2.13576952526252,2.4602121057896675,S,protein_coding,PRKDC
ENSG00000198176,2.29197786687656,-0.8710226793555421,1.9339704396197552,2.45190600354168,S,protein_coding,TFDP1
ENSG00000105810,-2.3193533309649,-0.778735550855476,4.388460095844877,2.4465953756238807,G1,protein_coding,CDK6
ENSG00000142230,2.4311174469033103,0.21207315734543397,1.4837837998594274,2.44034978326963,S,protein_coding,SAE1
ENSG00000160752,2.16547875745437,-1.1195972523171898,2.047967559785309,2.437785112839588,S,protein_coding,FDPS
ENSG00000179029,2.342440655148,-0.6675473595058411,1.8484164420342342,2.4357027117596703,S,protein_coding,TMEM107
ENSG00000125871,2.4164017602915098,-0.260060906864742,1.6780068734741251,2.4303557645783505,S,protein_coding,MGME1
ENSG00000183856,1.58201587735914,1.83466630803471,0.7115863711805496,2.4225554066014925,G2/M,protein_coding,IQGAP3
ENSG00000136875,2.22584409647629,-0.9377256774103799,1.96952030943321,2.4153077211595853,S,protein_coding,PRPF4
ENSG00000058804,2.08337362936613,1.21151719638471,1.044078136549358,2.410024812460251,G2,protein_coding,NDC1
ENSG00000040275,2.0817816501806,1.2090489155033899,1.0446320299052416,2.4074081745953646,G2,protein_coding,SPDL1
ENSG00000135446,1.38845217836774,-1.96118979472211,2.5255415585298704,2.4029283931354,S,protein_coding,CDK4
ENSG00000197256,1.39729840952221,-1.95322064399656,2.520617787989002,2.4015648501316043,S,protein_coding,KANK2
ENSG00000122966,1.72159369505749,1.66920697299805,0.8008465956960438,2.397944279912904,G2/M,protein_coding,CIT
ENSG00000115241,2.27870975916598,-0.7360245925209241,1.8832187647749354,2.3946294843490654,S,protein_coding,PPM1G
ENSG00000119397,1.6673514230992,1.71677562345382,0.77079448980506,2.3931943735092185,G2/M,protein_coding,CNTRL
ENSG00000188529,2.0764665280802803,-1.18412348664851,2.0890602329978574,2.3903685226070057,S,protein_coding,SRSF10
ENSG00000185379,2.10731054220074,-1.1264067911030702,2.0616797159041056,2.3894664635255904,S,protein_coding,RAD51D
ENSG00000167523,1.7758514411882702,-1.5949743569302401,2.3025863266252697,2.3869628276191253,S,protein_coding,SPATA33
ENSG00000178691,2.3375716608391004,-0.455366461352629,1.7631900153373132,2.3815121002595987,S,protein_coding,SUZ12
ENSG00000080986,1.87597437734763,1.46602476133571,0.9074543945046273,2.380862966513246,G2,protein_coding,NDC80
ENSG00000111602,2.26602298926968,-0.718132575233133,1.8776966862757964,2.377093726277882,S,protein_coding,TIMELESS
ENSG00000130726,2.35833344752179,0.214278857726358,1.4801848420680321,2.368048157991835,S,protein_coding,TRIM28
ENSG00000171792,2.30339790616379,0.523762063911403,1.3472113471794884,2.362195718756696,G2,protein_coding,RHNO1
ENSG00000196305,2.3535277587795203,0.19544715850919395,1.4879421024144028,2.3616292052553614,S,protein_coding,IARS
ENSG00000014138,2.21227200027318,-0.815273190583318,1.9238765054040763,2.357714524380889,S,protein_coding,POLA2
ENSG00000176208,2.0792412615368603,-1.1114059784773798,2.061680791216262,2.3576402339357583,S,protein_coding,ATAD5
ENSG00000115875,2.04894139864013,-1.14602912759271,2.0807724970578194,2.3476676971735757,S,protein_coding,SRSF7
ENSG00000035928,1.6118789700915601,-1.7024558730429098,2.3835165224433674,2.344463651644385,S,protein_coding,RFC1
ENSG00000113407,2.32398951312834,-0.29475563393898996,1.6969544723650554,2.3426071247371536,S,protein_coding,TARS
ENSG00000116560,1.55406444844028,1.7433530437155,0.728055991208819,2.3354648669886022,G2/M,protein_coding,SFPQ
ENSG00000113456,2.0928022046624397,-1.0362845976596802,2.0305693019104125,2.3353172879047195,S,protein_coding,RAD1
ENSG00000136104,1.9292113691399,-1.3094197702357602,2.1671062145675264,2.3316167441290427,S,protein_coding,RNASEH2B
ENSG00000196642,2.31966607547544,0.22738499076520802,1.473083617777145,2.33078412465353,S,protein_coding,RABL6
ENSG00000149929,2.32292531912991,0.15395134043261,1.5046183361100316,2.3280212742747417,S,protein_coding,HIRIP3
ENSG00000181192,2.25307910812377,-0.584171242758612,1.824486901047309,2.3275784644840534,S,protein_coding,DHTKD1
ENSG00000139354,1.47940573671369,1.79224146842015,0.6900677486341079,2.3239558547756864,G2/M,protein_coding,GAS2L3
ENSG00000158042,1.5863644019157,-1.6964185319,2.3897065834292444,2.322582151623298,S,protein_coding,MRPL17
ENSG00000139112,-2.15358003653922,-0.8414032290507671,4.339925662292252,2.312112966019897,G1,protein_coding,GABARAPL1
ENSG00000146263,1.8269964616457501,-1.41636878253308,2.23025906974784,2.311712914485778,S,protein_coding,MMS22L
ENSG00000023572,0.847987315568337,-2.14746758344093,2.765509734032056,2.3088307667073438,G1/S,protein_coding,GLRX2
ENSG00000138587,2.30579494059019,-0.0643012140286875,1.5986758889504322,2.3066913434997933,S,protein_coding,MNS1
ENSG00000011304,2.30318447842782,0.098373230834616,1.5281104384672528,2.3052843716590954,S,protein_coding,PTBP1
ENSG00000076382,1.65287317680396,1.60102843482099,0.8013299160048186,2.3011479282530627,G2/M,protein_coding,SPAG5
ENSG00000108829,2.2916294997641,-0.20377939243573498,1.6594864083326126,2.300672033335159,S,protein_coding,LRRC59
ENSG00000129355,1.73423192663699,1.50596558046553,0.8557302467274386,2.2968440750111725,G2,protein_coding,CDKN2D
ENSG00000138668,2.22064035261907,-0.578529202077801,1.825654761513797,2.294763520133812,S,protein_coding,HNRNPD
ENSG00000204941,-2.1994269811815603,-0.652647998552514,4.42392985215716,2.2942163053130002,G1,protein_coding,PSG5
ENSG00000181649,0.9819293205303159,-2.06288785033636,2.6973308163252248,2.2846644115892594,S,protein_coding,PHLDA2
ENSG00000130204,2.0145081041361896,-1.0776490080130001,2.062006787660242,2.284637889491853,S,protein_coding,TOMM40
ENSG00000224877,2.17801659902445,-0.6812408263160351,1.8739365960627419,2.2820704128194174,S,protein_coding,NDUFAF8
ENSG00000153044,2.24484626973107,-0.40552593897618205,1.749516404796438,2.281180848137213,S,protein_coding,CENPH
ENSG00000162062,1.9241049465973703,-1.2205647139458,2.136094241009526,2.2785868573416423,S,protein_coding,TEDC2
ENSG00000158747,2.27671415581531,-0.0447920671470958,1.5904677858623946,2.2771547326804846,S,protein_coding,NBL1
ENSG00000100281,2.2694165668883,-0.08232939742827901,1.6070582056564529,2.270909439794546,S,protein_coding,HMGXB4
ENSG00000035499,1.44529496900553,1.74032587086835,0.6930482838338932,2.2622138900303783,G2/M,protein_coding,DEPDC1B
ENSG00000175592,2.25916082205479,0.110987214640181,1.5217081642621857,2.261885448408221,S,protein_coding,FOSL1
ENSG00000106462,2.25512685213427,0.130059998027795,1.5131871133315082,2.258874215688871,S,protein_coding,EZH2
ENSG00000143793,2.2427826974643703,0.241803926674328,1.4633969318553366,2.255779990823724,S,protein_coding,C1orf35
ENSG00000089195,2.17191882634933,-0.603527822443916,1.8418359453637774,2.254213215451135,S,protein_coding,TRMT6
ENSG00000170860,2.22085893941235,-0.38108936199096205,1.7407367425344387,2.253318337605769,S,protein_coding,LSM3
ENSG00000102054,2.19117857566517,0.516325024110745,1.339379804395657,2.251189703462817,G2,protein_coding,RBBP7
ENSG00000133226,1.9947325981002801,-1.03562334645994,2.049669176482865,2.2475484096358813,S,protein_coding,SRRM1
ENSG00000112972,0.12882356483817697,-2.23666381971817,3.084059913844721,2.2403706285554383,G1/S,protein_coding,HMGCS1
ENSG00000129451,2.228947699087,-0.223114667588907,1.6705626569247969,2.2400866055040236,S,protein_coding,KLK10
ENSG00000128050,1.3366982560541398,-1.7968019623755198,2.5019864687667672,2.2394775104328906,S,protein_coding,PAICS
ENSG00000175279,2.2186028282459,-0.292173309501492,1.701735322125163,2.2377586447795843,S,protein_coding,CENPS
ENSG00000125885,2.07100082274632,-0.8463016021582909,1.958731956554522,2.2372462559207973,S,protein_coding,MCM8
ENSG00000151287,2.09699559020181,-0.7726616831137779,1.923822135459755,2.2348146638766386,S,protein_coding,TEX30
ENSG00000137831,2.17282969793339,0.497188201691951,1.345848368507753,2.228987439202604,G2,protein_coding,UACA
ENSG00000158402,1.40351159974827,1.72833464953336,0.6820515197693822,2.2264288606208713,G2/M,protein_coding,CDC25C
ENSG00000134324,-1.04559466895717,-1.960061963655,3.631640652763776,2.221510997748773,G1/S,protein_coding,LPIN1
ENSG00000105258,1.6097227308398998,-1.5297840401445002,2.330737809290878,2.2206860380665012,S,protein_coding,POLR2I
ENSG00000134453,2.09566704862867,-0.733013685619766,1.9072714280316116,2.2201642826633066,S,protein_coding,RBM17
ENSG00000116717,-0.9050584831928978,-2.02695039451172,3.56154250573914,2.2198330477336907,G1/S,protein_coding,GADD45A
ENSG00000156381,1.92456022409692,-1.10122055959418,2.090518775588804,2.2173449837697574,S,protein_coding,ANKRD9
ENSG00000172009,2.16115809751384,-0.49361515302989095,1.7953474938121945,2.2168130822760777,S,protein_coding,THOP1
ENSG00000137404,2.0451801234292097,0.8443025673455571,1.1792825864185557,2.2126022151521534,G2,protein_coding,NRM
ENSG00000160446,2.1262319490140102,0.606210081876374,1.2930553966343064,2.210961999758584,G2,protein_coding,ZDHHC12
ENSG00000090273,1.7242691731452098,-1.38253949297355,2.2466410927619815,2.2100949371215766,S,protein_coding,NUDC
ENSG00000149639,1.5619419333059998,1.5484026218871998,0.7897511299780672,2.199366563919448,G2/M,protein_coding,SOGA1
ENSG00000119640,2.1304762677105202,-0.540086339648122,1.8190710626459556,2.1978676897284455,S,protein_coding,ACYP1
ENSG00000082898,2.1703530541361298,0.33772431062407104,1.4164263402190065,2.1964721918532293,S,protein_coding,XPO1
ENSG00000163170,2.17509707040739,-0.302517584478688,1.7089921328690374,2.1960337325764447,S,protein_coding,BOLA3
ENSG00000128228,1.75919917756524,-1.3107825615938302,2.2111552422098435,2.1938397093052857,S,protein_coding,SDF2L1
ENSG00000159388,-2.19215853251053,-0.00489554875179647,4.710155774829152,2.192163998896137,G1,protein_coding,BTG2
ENSG00000169583,-2.18963409741372,0.0532637899188334,4.736709613610308,2.1902818338910897,G1,protein_coding,CLIC3
ENSG00000130309,1.53359742261783,-1.56323956780541,2.365765946511802,2.189894746560322,S,protein_coding,COLGALT1
ENSG00000205531,1.8151299433598602,-1.21644972379612,2.1612219496856167,2.1850507183599253,S,protein_coding,NAP1L4
ENSG00000174442,2.18277531550829,-0.0916549841018603,1.6127617881979315,2.184698769648353,S,protein_coding,ZWILCH
ENSG00000121211,2.13087165038188,-0.47970944276060795,1.792228386029156,2.1842012590132094,S,protein_coding,MND1
ENSG00000105486,1.89979096958617,-1.07694441820237,2.0865031799561287,2.183807456718289,S,protein_coding,LIG1
ENSG00000132661,1.78585266530078,-1.24968521202016,2.1813675709377267,2.179674946248585,S,protein_coding,NXT1
ENSG00000089289,-2.1153477610801,0.516951004190383,4.952072311736846,2.177598330969244,G1,protein_coding,IGBP1
ENSG00000120053,1.6039088712414398,1.4721726273895201,0.8281980029925218,2.177111828106667,G2,protein_coding,GOT1
ENSG00000119185,1.96571812803419,-0.9284135390908621,2.012041425973513,2.1739363970570666,S,protein_coding,ITGB1BP1
ENSG00000128272,2.14892125246678,-0.326600744401165,1.721625638864991,2.1735985359644476,S,protein_coding,ATF4
ENSG00000135476,1.5312907824401498,1.5325422740878898,0.7849896908876718,2.166457311430956,G2/M,protein_coding,ESPL1
ENSG00000100908,1.5956154100339401,1.46310209505961,0.8286942518407733,2.1648686512824744,G2,protein_coding,EMC9
ENSG00000092621,2.14855287648793,-0.238652841004602,1.681418948444271,2.1617665557557606,S,protein_coding,PHGDH
ENSG00000204272,-1.53785880822925,-1.5159547170208503,3.9341633949462294,2.1594277987712522,G1/S,protein_coding,NBDY
ENSG00000159231,1.88301059264272,1.05669905837734,1.0594137266206483,2.1592456534586897,G2,protein_coding,CBR3
ENSG00000141030,1.974748112198,-0.8672060977655741,1.9845889214109738,2.156774564629173,S,protein_coding,COPS3
ENSG00000133030,1.9054764427080801,-1.00775490722453,2.0572745903868537,2.155553392229142,S,protein_coding,MPRIP
ENSG00000135617,1.82405367976612,-1.13861056758385,2.1288344596726017,2.1502571593374453,S,protein_coding,PRADC1
ENSG00000231607,1.9645901123688898,0.8659593997130022,1.155633013768216,2.1469746136293533,G2,antisense,DLEU2
ENSG00000141504,-2.1450930469151004,-0.0785939431157175,4.6757664184688235,2.1465323635617484,G1,protein_coding,SAT2
ENSG00000071539,2.14403895437665,-0.0668270283392598,1.601954995895021,2.1450801592484074,S,protein_coding,TRIP13
ENSG00000132361,1.8910761919711998,-1.01161563568663,2.062005055738271,2.1446527360404897,S,protein_coding,CLUH
ENSG00000125656,1.8217897413345199,-1.1292428102434198,2.1256862500822162,2.1433868493853723,S,protein_coding,CLPP
ENSG00000165304,2.0598403780252297,0.589609248817705,1.2920104557178202,2.1425642228961306,G2,protein_coding,MELK
ENSG00000166483,2.13897892234045,0.10844023632479201,1.520142496770718,2.141725966381061,S,protein_coding,WEE1
ENSG00000147454,1.3808779615283302,-1.6350096880033,2.4402602181351982,2.1401122924975886,S,protein_coding,SLC25A37
ENSG00000124207,2.12409719700151,0.257291144810693,1.4502539384998967,2.139623246159863,S,protein_coding,CSE1L
ENSG00000147955,2.0782850921235,-0.508643673667204,1.810820205316964,2.1396231703046342,S,protein_coding,SIGMAR1
ENSG00000109046,0.469148098582187,2.08664425422207,0.22115621855104103,2.138734247652396,M/G1,protein_coding,WSB1
ENSG00000131508,2.09408392640081,0.432446724581565,1.3671502263296866,2.1382697819525855,S,protein_coding,UBE2D2
ENSG00000136908,0.8950493687503399,-1.9407329201330599,2.7094710145262866,2.1371845123406112,S,protein_coding,DPM2
ENSG00000148308,2.1275300937965103,0.13071066439629903,1.5094357020031424,2.131541596543851,S,protein_coding,GTF3C5
ENSG00000136982,1.60249446024274,-1.4040594827431798,2.290289271991863,2.130580091475023,S,protein_coding,DSCC1
ENSG00000178878,1.36974148048532,1.6316449481381399,0.6983578092187562,2.1303654522515214,G2/M,protein_coding,APOLD1
ENSG00000153406,1.3412502188475,-1.65505070923423,2.460543389453011,2.130292233402543,S,protein_coding,NMRAL1
ENSG00000189403,1.9934989266993002,0.7252599351404939,1.2218697189752876,2.1213297584937743,G2,protein_coding,HMGB1
ENSG00000197451,2.07373849092781,-0.41620015934758203,1.7688652642084088,2.115091936866221,S,protein_coding,HNRNPAB
ENSG00000214753,1.9630407244590802,0.7850036170765791,1.19038334835082,2.114180589426585,G2,protein_coding,HNRNPUL2
ENSG00000109255,2.05305908097696,0.498594584866576,1.3325540880677202,2.112734756196393,G2,protein_coding,NMU
ENSG00000125901,1.8208802931848898,-1.06842580022767,2.1014261298834294,2.1111936748439795,S,protein_coding,MRPS26
ENSG00000233429,-1.7359882526332,1.19924342736845,5.316922593125959,2.1099383904197055,G1,antisense,HOTAIRM1
ENSG00000145604,1.8872245487451398,-0.934778596927087,2.0306923074715573,2.1060454702259563,S,protein_coding,SKP2
ENSG00000178980,-0.6725500826276151,-1.9943957803669798,3.4668370917458398,2.1047418232144355,G1/S,protein_coding,SELENOW
ENSG00000106628,1.7966739339817601,-1.09149622877129,2.116719126167011,2.1022371993834192,S,protein_coding,POLD2
ENSG00000147548,2.0485877315742997,-0.46996814961534905,1.7963050451606966,2.1018044046984037,S,protein_coding,NSD3
ENSG00000100418,1.6094325758513701,-1.3460009094403003,2.2672947330732245,2.0980923870091353,S,protein_coding,DESI1
ENSG00000171241,1.9011714335275802,0.8854193087270521,1.134944336379218,2.0972410857905692,G2,protein_coding,SHCBP1
ENSG00000132002,1.6275985297707298,-1.31794577682725,2.251453388788755,2.094291776417179,S,protein_coding,DNAJB1
ENSG00000276045,1.3739012881201398,-1.57414691997617,2.4240151309449978,2.0893882538122592,S,protein_coding,ORAI1
ENSG00000119801,-2.0831162577262803,-0.107644134673346,4.660760332755669,2.0858956356762235,G1,protein_coding,YPEL5
ENSG00000156970,1.6145787721313798,1.316835993175,0.8866206845053443,2.083487855577388,G2,protein_coding,BUB1B
ENSG00000062822,1.79665450618991,-1.05231016989752,2.100638748584036,2.0821441132357426,S,protein_coding,POLD1
ENSG00000073578,1.87192377087675,-0.908270148497496,2.0225394954292937,2.080637706720008,S,protein_coding,SDHA
ENSG00000175305,1.72013589616068,-1.1693685185942,2.1678442169641765,2.0799736136642935,S,protein_coding,CCNE2
ENSG00000136811,1.6127169858669599,1.31328516241261,0.8873779535108985,2.079801431463333,G2,protein_coding,ODF2
ENSG00000116649,0.467292823013115,-2.02640635819386,2.9149528377849516,2.0795877742879885,G1/S,protein_coding,SRM
ENSG00000225383,1.5100895379280002,-1.42827646666283,2.3283586319289586,2.0785437396847004,S,lincRNA,SFTA1P
ENSG00000130725,2.04026237676016,-0.368734103461641,1.7495950710817023,2.0733150761711734,S,protein_coding,UBE2M
ENSG00000139618,1.9837401964343602,-0.5832146736542491,1.8567371907831334,2.0676954617435968,S,protein_coding,BRCA2
ENSG00000162521,1.2701973551026202,-1.6254434042453603,2.4782675364450597,2.0628784698363685,S,protein_coding,RBBP4
ENSG00000115816,1.67136121536683,-1.19160465130449,2.190163838092174,2.0526494969290257,S,protein_coding,CEBPZ
ENSG00000134802,1.9098426950015401,-0.74607616512085,1.9432146993383423,2.050397220982359,S,protein_coding,SLC43A3
ENSG00000188986,1.96804538930881,0.552536209839807,1.2970887676354006,2.0441376953531787,G2,protein_coding,NELFB
ENSG00000114315,0.7862433221281729,1.88234671558254,0.395665434414791,2.0399528718221704,M/G1,protein_coding,HES1
ENSG00000180822,1.54215287669986,-1.3222098380221698,2.2795588420394917,2.031372528827804,S,protein_coding,PSMG4
ENSG00000113013,2.02285333023502,-0.0667487674597307,1.6037816927572257,2.0239542963220054,S,protein_coding,HSPA9
ENSG00000168476,1.2277335628569999,1.60662091729069,0.6525092076579144,2.022018910208686,G2/M,protein_coding,REEP4
ENSG00000119314,1.6838879553555899,1.11745766485206,0.9849075949007832,2.02093797008425,G2,protein_coding,PTBP3
ENSG00000070718,1.41085923762876,-1.4465100911855302,2.3686706525973804,2.0206224863402804,S,protein_coding,AP3M2
ENSG00000213123,1.9882605978368602,-0.35869198499316,1.7492814452072636,2.020356440088957,S,protein_coding,TCTEX1D2
ENSG00000198055,1.95431340798523,0.5116069480136101,1.3147584524147018,2.0201689448871956,G2,protein_coding,GRK6
ENSG00000095319,1.87805423273154,-0.7440467606366609,1.9480049166691729,2.0200725935210255,S,protein_coding,NUP188
ENSG00000163961,1.5661189583925301,-1.27388625298709,2.2536567174025963,2.0187904243348274,S,protein_coding,RNF168
ENSG00000170037,1.5353784430179798,1.30227844942631,0.8673593757153167,2.013284908582119,G2,protein_coding,CNTROB
ENSG00000184220,1.74953091121507,-0.9948087721334109,2.0878185478338276,2.012586122979739,S,protein_coding,CMSS1
ENSG00000169062,1.96389260175871,0.435538851464939,1.3525552625290107,2.0116083720192637,G2,protein_coding,UPF3A
ENSG00000104980,1.61154341692335,-1.1987692588068202,2.2103588660979776,2.0085118671517077,S,protein_coding,TIMM44
ENSG00000065150,1.59351713894869,-1.21905835526586,2.2238355453415815,2.0063399875561276,S,protein_coding,IPO5
ENSG00000132182,1.85372110982528,-0.7654365885440471,1.9623898887299938,2.0055361188704173,S,protein_coding,NUP210
ENSG00000109321,1.88802690404405,0.6690522627665351,1.2302374137510292,2.0030667788936,G2,protein_coding,AREG
ENSG00000179409,1.6867123026714799,-1.06819218115317,2.1353407784252405,1.9965051785207302,S,protein_coding,GEMIN4
ENSG00000069275,1.5839821600095298,1.21469763208637,0.9165898336226969,1.996118689012427,G2,protein_coding,NUCKS1
ENSG00000260001,1.37839322269302,-1.44105507372383,2.378415694605898,1.994143325308199,S,protein_coding,TGFBR3L
ENSG00000163207,-0.892239211001693,-1.7833553657843,3.605492128211385,1.9941030992204436,G1/S,protein_coding,IVL
ENSG00000245532,-1.7863247521993602,-0.8802779821162221,4.254528238652069,1.991443056207913,G1,lincRNA,NEAT1
ENSG00000013306,1.86526558994903,-0.690484222514938,1.9253346592448912,1.9889656061857786,S,protein_coding,SLC25A39
ENSG00000204922,1.98806799587439,0.0437090655625142,1.5488141686743793,1.9885484250156853,S,protein_coding,UQCC3
ENSG00000051341,1.9667945809637202,-0.278797099875087,1.7116101913918078,1.9864563288950037,S,protein_coding,POLQ
ENSG00000163428,1.91616548421507,-0.505233244048466,1.828597890020568,1.9816535503939408,S,protein_coding,LRRC58
ENSG00000078668,1.9134842613828302,0.5003614203586111,1.3150309591013325,1.9778229368533176,G2,protein_coding,VDAC3
ENSG00000141380,0.9782834061434721,1.7179330613035801,0.5176561284443414,1.9769502841132762,G2/M,protein_coding,SS18
ENSG00000197905,1.50208498576447,-1.2832194681703402,2.2777769551522957,1.9755787779661986,S,protein_coding,TEAD4
ENSG00000054598,0.8588504014659691,1.77812271759466,0.4499631624490479,1.974675773620691,G2/M,protein_coding,FOXC1
ENSG00000143537,1.96924534736534,-0.0843170865013288,1.613587143736162,1.9710496211907276,S,protein_coding,ADAM15
ENSG00000145833,1.6064240397744798,-1.13297139489186,2.1850540759848958,1.9657625434442907,S,protein_coding,DDX46
ENSG00000120833,-1.6912312284574198,-0.994210564238922,4.1809422935850264,1.9618149031327774,G1,protein_coding,SOCS2
ENSG00000116350,1.85273959250126,0.640384108772361,1.2380094215515145,1.9602897246044795,G2,protein_coding,SRSF4
ENSG00000121644,1.77096400932646,0.839317721916234,1.1282191865639364,1.959787682544287,G2,protein_coding,DESI2
ENSG00000112110,1.9534987741213798,0.15311761801835,1.4925750319668352,1.9594903585987218,S,protein_coding,MRPL18
ENSG00000214357,1.11105112720345,1.6123559390762299,0.6033631874955485,1.9580925109745064,G2/M,protein_coding,NEURL1B
ENSG00000084774,1.40206131721477,-1.36283887564855,2.3420095981055358,1.9552763840974043,S,protein_coding,CAD
ENSG00000167397,1.4829180082897202,-1.26979703307195,2.278926531685884,1.9522884839357826,S,protein_coding,VKORC1
ENSG00000280206,1.08215226884828,1.62121698451145,0.5885750085788177,1.9492044643499766,G2/M,lincRNA,AC026401.3
ENSG00000064961,1.0700904372906899,1.62740001847026,0.5816617159306628,1.9476971951763915,G2/M,protein_coding,HMG20B
ENSG00000223784,1.03399652559263,-1.64184495114473,2.579565417632537,1.9403101964729945,S,lincRNA,LINP1
ENSG00000078618,0.92267610333826,1.6972683542473603,0.4979349661634457,1.9318517173947432,G2/M,protein_coding,NRDC
ENSG00000169683,1.54436964313744,-1.1594435457015901,2.214780590643312,1.9311620673349865,S,protein_coding,LRRC45
ENSG00000143621,1.8674738911620101,0.48318016104468703,1.3176138829529382,1.9289691034847989,G2,protein_coding,ILF2
ENSG00000069011,1.8940431485826101,-0.36308823419515207,1.7601986115707549,1.9285311805889167,S,protein_coding,PITX1
ENSG00000115233,1.9223141066187301,-0.00828511969055889,1.5751062719602247,1.9223319608521452,S,protein_coding,PSMD14
ENSG00000139211,-1.26902781876129,-1.4410392011579498,3.8636045798827943,1.9201629056056624,G1/S,protein_coding,AMIGO2
