,V1,V2,angles,r,assigned_phase,gene_biotype,peak_times,gene_symbols
ENSG00000100353,0.20263211286178,1.87494065568937,0.10765603877072043,1.885858487670725,G2/M,protein_coding,17.57695769576958,EIF3D
ENSG00000171135,1.17896656212992,-1.47015885038928,2.4656751304439073,1.8844970681851356,G1/S,protein_coding,12.990099009900991,JAGN1
ENSG00000072501,1.81496800902541,0.50175370710452,1.3010795935290136,1.883046907641652,S,protein_coding,19.76117611761176,SMC1A
ENSG00000243317,0.7520971270613102,-1.72531538208316,2.7305102916950514,1.8821166956877666,G1/S,protein_coding,10.606660666066608,STMP1
ENSG00000174165,-0.377261887841379,-1.84385454969136,3.343412165851414,1.8820537007309779,G1,protein_coding,8.216021602160216,ZDHHC24
ENSG00000135899,1.8171270732603202,-0.480429456185762,1.8292716012111383,1.879564647131501,S,protein_coding,13.357335733573358,SP110
ENSG00000128829,1.5420247958317,1.07432628171409,0.962289607811866,1.8793662310846755,G2,protein_coding,17.555355535553556,EIF2AK4
ENSG00000100612,1.3275127422063402,1.33003211763474,0.7844501550639924,1.879168836124138,G2,protein_coding,22.900690069006902,DHRS7
ENSG00000166164,1.83654736103593,0.397780841818967,1.3574993290455424,1.879131663148233,S,protein_coding,18.913891389138914,BRD7
ENSG00000100029,-0.28736744471754605,1.85696496383664,6.129652037818324,1.8790686323815597,G2/M,protein_coding,23.495949594959498,PES1
ENSG00000155959,0.0507853409865263,1.87457621269076,0.02708501332804649,1.875264015557583,G2/M,protein_coding,23.133513351335136,VBP1
ENSG00000125968,1.6937488713543503,-0.800499648895101,2.0123010341233374,1.8733886214812225,S,protein_coding,18.580258025802582,ID1
ENSG00000253982,1.87126404396191,-0.0765266474374143,1.611669247913857,1.8728281955354824,S,antisense,15.459945994599462,AC100810.1
ENSG00000151465,1.8719140569415,0.0495532632142889,1.544330532159344,1.8725698284631123,S,protein_coding,14.581458145814583,CDC123
ENSG00000114503,1.57195273997392,1.01402266686096,0.9978932481643842,1.8706355566008381,G2,protein_coding,19.900390039003902,NCBP2
ENSG00000125826,1.85266655514828,0.258243936411432,1.4322983145768369,1.870578331762203,S,protein_coding,15.630363036303631,RBCK1
ENSG00000134748,1.4125949526777,1.22358159774776,0.8569754836202474,1.8688436068000647,G2,protein_coding,20.862886288628864,PRPF38A
ENSG00000151729,1.4472125212561797,1.1818874879357,0.8859762157111204,1.8684972881488557,G2,protein_coding,19.48034803480348,SLC25A4
ENSG00000135930,1.19043172091009,1.4375489477621202,0.6916407343195039,1.8664604628442945,G2/M,protein_coding,22.38943894389439,EIF4E2
ENSG00000134049,1.7450102457506298,0.660662223128207,1.2088725600010302,1.8658872770999266,G2,protein_coding,16.931293129312934,IER3IP1
ENSG00000114062,1.86439902667296,-0.0277288872233546,1.5856680589429906,1.8646052187650142,S,protein_coding,14.619861986198622,UBE3A
ENSG00000082515,1.7371225532351002,-0.676632458800349,1.9422299453614575,1.864249513681106,S,protein_coding,13.292529252925293,MRPL22
ENSG00000164687,1.78309999506431,-0.539163345961176,1.8644298150718799,1.8628319049303383,S,protein_coding,16.2016201620162,FABP5
ENSG00000167004,0.9816524482577091,1.58175070574803,0.5554372090631133,1.8616059798745666,G2/M,protein_coding,21.05730573057306,PDIA3
ENSG00000119013,1.84415363621072,-0.2535011966506,1.7074022737701253,1.861495498423917,S,protein_coding,17.236123612361236,NDUFB3
ENSG00000101189,0.7626850363745992,1.6966524284100901,0.4224575479049248,1.8601929812628526,G2/M,protein_coding,22.08700870087009,MRGBP
ENSG00000155115,1.74500112485638,-0.629043766670057,1.9167796933852725,1.8549191319668048,S,protein_coding,12.658865886588659,GTF3C6
ENSG00000184436,1.8154241571773602,0.37898411558012396,1.3649940763671025,1.8545602795070255,S,protein_coding,19.105910591059107,THAP7
ENSG00000196235,1.84922292758705,-0.121560313240186,1.6364377744778391,1.8532140582427794,S,protein_coding,13.940594059405942,SUPT5H
ENSG00000180385,0.234072547325729,-1.8380552740548601,3.0149265160892775,1.8528996594236944,G1/S,transcribed_unprocessed_pseudogene,12.865286528652867,EMC3-AS1
ENSG00000078668,1.8015934288629298,0.430649956349734,1.336160801245389,1.8523493914016644,S,protein_coding,15.212721272127213,VDAC3
ENSG00000100575,0.720748603269453,1.7053734552498099,0.39986481822846054,1.8514257130615699,G2/M,protein_coding,22.11821182118212,TIMM9
ENSG00000139910,1.8454615377258101,-0.14313363204837,1.648201167111117,1.8510039232396753,S,protein_coding,16.52565256525653,NOVA1
ENSG00000134202,1.76286347773763,-0.5607133100929671,1.8787472177007913,1.8498883904864702,S,protein_coding,13.246924692469248,GSTM3
ENSG00000184164,1.7464363669766498,0.609139146628479,1.2352000658744746,1.8496190104596868,G2,protein_coding,21.07890789078908,CRELD2
ENSG00000078140,1.48389339283398,1.09762666342052,0.9339239156949124,1.8457312625482627,G2,protein_coding,22.415841584158418,UBE2K
ENSG00000146223,-0.46122072641968703,1.7866743142556998,6.030555739327855,1.8452451500275455,M/G1,protein_coding,22.322232223222326,RPL7L1
ENSG00000141933,1.6882803663687802,-0.742938919944193,1.9853506209900924,1.8445185914579845,S,protein_coding,14.97749774977498,TPGS1
ENSG00000128708,1.70178427617628,-0.705979375279675,1.964035596074111,1.8424105408298947,S,protein_coding,13.870987098709872,HAT1
ENSG00000151353,1.44981686922356,1.1356770464821397,0.9063064138256491,1.8416653627061572,G2,protein_coding,17.730573057305733,TMEM18
ENSG00000131368,1.7766185860990802,-0.477625599452983,1.8334263800166415,1.839701012046663,S,protein_coding,14.720672067206722,MRPS25
ENSG00000176890,1.82507722191003,-0.228876063772295,1.6955512869788147,1.839372479543698,S,protein_coding,16.31923192319232,TYMS
ENSG00000073578,1.72488365971044,0.6365158426589921,1.2172790457761116,1.8385799023953155,G2,protein_coding,19.264326432643266,SDHA
ENSG00000065427,1.80933694762984,-0.32107573184467103,1.7464229622174454,1.8376043686381618,S,protein_coding,17.87938793879388,KARS
ENSG00000139428,1.42768757768303,1.15568558766674,0.8903011252831657,1.8368181720058891,G2,protein_coding,20.380438043804382,MMAB
ENSG00000084754,1.83288643211824,-0.0985786970849803,1.6245278668143044,1.835535462082415,S,protein_coding,15.33753375337534,HADHA
ENSG00000102977,1.76926844865933,0.485414429269087,1.3030263001255435,1.8346492884374457,S,protein_coding,18.001800180018,ACD
ENSG00000137876,1.70670807941332,-0.6728458869448879,1.9463239447449936,1.8345500963215358,S,protein_coding,11.823582358235825,RSL24D1
ENSG00000140365,1.5834693786363199,0.9235572454573171,1.0427846550703321,1.833121179495671,G2,protein_coding,21.35973597359736,COMMD4
ENSG00000205208,1.8150409363750701,0.25682415041219603,1.4302317614481148,1.833120902982735,S,protein_coding,15.606360636063608,C4orf46
ENSG00000176407,1.37859315231417,1.19948831911255,0.8547588582335945,1.827372788265977,G2,protein_coding,20.654065406540656,KCMF1
ENSG00000134758,1.5440757729639598,-0.975140122991035,2.1340822041387115,1.826216923621403,G1/S,protein_coding,12.78847884788479,RNF138
ENSG00000107341,1.1678447395496798,1.4024397522323602,0.6943783510363369,1.8250201627202434,G2/M,protein_coding,21.215721572157218,UBE2R2
ENSG00000064419,1.75757061846894,-0.4839633441292229,1.8394965077679113,1.8229851884658943,S,protein_coding,15.896789678967899,TNPO3
ENSG00000137106,1.8110500217024,0.189063575834992,1.466778650699345,1.8208918740045432,S,protein_coding,17.36813681368137,GRHPR
ENSG00000160710,1.3831048362557599,-1.18268848271218,2.27824189865831,1.8198162091854526,G1/S,protein_coding,14.300630063006302,ADAR
ENSG00000153147,1.51559125366283,1.00584636828649,0.9848739935041854,1.8189952624386876,G2,protein_coding,17.71857185718572,SMARCA5
ENSG00000101365,1.6858823633377902,0.681763075549538,1.1865065626731794,1.8185159427940623,G2,protein_coding,16.684068406840684,IDH3B
ENSG00000163541,1.4206422762771398,1.13478882174628,0.8967962128792786,1.8182326988331838,G2,protein_coding,21.91899189918992,SUCLG1
ENSG00000170144,1.7230459535848799,-0.575402836511436,1.8930974135659415,1.816583546779678,S,protein_coding,17.214521452145217,HNRNPA3
ENSG00000240682,1.78653369873534,-0.319813080467615,1.7479332514060264,1.814933349507678,S,protein_coding,15.263126312631265,ISY1
ENSG00000069849,1.70582017146743,0.6186555958444789,1.2228760897190423,1.814540493804109,G2,protein_coding,19.225922592259227,ATP1B3
ENSG00000071054,1.55911064901045,-0.9160329531923459,2.1020003835485332,1.8082982019545553,G1/S,protein_coding,12.150015001500151,MAP4K4
ENSG00000129355,1.4680890579080803,1.05290822080541,0.9486221318147088,1.8066270238732312,G2,protein_coding,21.92859285928593,CDKN2D
ENSG00000117691,1.74899402362102,-0.448140073944002,1.8216273669913727,1.8054942870406931,S,protein_coding,13.750975097509752,NENF
ENSG00000124193,1.80443584210386,-0.0340456068514922,1.5896618175710184,1.8047569951699738,S,protein_coding,17.274527452745275,SRSF6
ENSG00000214087,-0.0548253666997389,-1.80314760930494,3.1719886570452096,1.8039809094821044,G1/S,protein_coding,9.94899489948995,ARL16
ENSG00000247596,1.67132913850725,0.678885852638476,1.1849607061526521,1.8039476406304196,G2,protein_coding,19.386738673867388,TWF2
ENSG00000105379,1.6569910575205,-0.712463992759234,1.976872910611155,1.803669677541133,S,protein_coding,18.17941794179418,ETFB
ENSG00000158864,1.6595567246801002,0.705797501789614,1.1686777137168216,1.8034075069055806,G2,protein_coding,21.426942694269428,NDUFS2
ENSG00000165516,1.3569558173636898,1.1874498023153102,0.8519189718583479,1.8031544923538383,G2,protein_coding,20.96129612961296,KLHDC2
ENSG00000046651,1.36963437740616,-1.16931490722571,2.2774590246402124,1.8008874701193935,G1/S,protein_coding,15.416741674167419,OFD1
ENSG00000106628,1.77810205303873,0.279633139104627,1.4148089723193493,1.7999560004361368,S,protein_coding,16.45844584458446,POLD2
ENSG00000159346,1.66970328072547,-0.651555469616594,1.9428453459684694,1.7923263027843723,S,protein_coding,12.34923492349235,ADIPOR1
ENSG00000101745,0.0939026782989964,1.7874835215179399,0.05248520440341226,1.7899483379946752,G2/M,protein_coding,22.034203420342035,ANKRD12
ENSG00000104325,1.4476387651886897,1.04858113826019,0.9439215706982795,1.787506754670334,G2,protein_coding,20.34923492349235,DECR1
ENSG00000198860,1.6794250131108799,-0.6120127472153271,1.920257529865225,1.7874641191969507,S,protein_coding,19.59075907590759,TSEN15
ENSG00000104671,1.26722420885654,1.26052130387582,0.7880498897030108,1.787392277323834,G2,protein_coding,21.004500450045008,DCTN6
ENSG00000165480,1.69461110775229,0.565624327494884,1.2486454021766626,1.786515515289885,S,protein_coding,20.03000300030003,SKA3
ENSG00000164096,1.7858146263265702,-0.00915895752691879,1.57592500985521,1.785838113073211,S,protein_coding,15.207920792079209,C4orf3
ENSG00000111906,1.7628657273255302,-0.277231522152587,1.726780649449749,1.7845315602291854,S,protein_coding,15.116711671167117,HDDC2
ENSG00000185262,-0.192187311480873,1.77224324710793,6.17516446021543,1.7826334703505107,G2/M,protein_coding,22.33903390339034,UBALD2
ENSG00000167513,0.34047801337394396,-1.7495196804371398,2.9493829206332185,1.7823423884955267,G1/S,protein_coding,12.874887488748875,CDT1
ENSG00000144161,1.6022952254732499,-0.779447286936727,2.0235507320226094,1.7818215574763363,S,protein_coding,17.255325532553258,ZC3H8
ENSG00000084733,-0.21848598391024301,1.76810037899625,6.160237545638417,1.7815485049169753,G2/M,protein_coding,21.546954695469548,RAB10
ENSG00000168476,0.515246638667331,1.70508086622305,0.29345844215641476,1.7812298725930715,G2/M,protein_coding,21.582958295829584,REEP4
ENSG00000007520,1.10415425598075,-1.3968768547247699,2.4727051776589777,1.7805677657045713,G1/S,protein_coding,12.24842484248425,TSR3
ENSG00000156603,1.62141496298625,0.7356394534491079,1.1448679594015088,1.7804920352718807,G2,protein_coding,15.731173117311732,MED19
ENSG00000136982,1.6526580131723898,0.659020134931928,1.1913561218586828,1.7792093881127673,G2,protein_coding,17.495349534953498,DSCC1
ENSG00000008282,1.25448246388021,1.25955999398935,0.7833784985387989,1.7777000958095868,G2,protein_coding,20.673267326732674,SYPL1
ENSG00000175606,1.77288095478617,0.0968010022687345,1.5162495298204974,1.7755217018903917,S,protein_coding,17.022502250225024,TMEM70
ENSG00000160075,1.7689270134268302,0.0986275317844552,1.5150984259499465,1.771674396963804,S,protein_coding,14.77827782778278,SSU72
ENSG00000131351,1.60627943279672,-0.7472582031688578,2.0062271365110567,1.7715892408876563,S,protein_coding,13.467746774677469,HAUS8
ENSG00000073111,1.4994241491850302,-0.942530292812187,2.131976524684112,1.7710550900601254,G1/S,protein_coding,13.592559255925593,MCM2
ENSG00000117899,1.5007277285599199,0.9386695227209151,1.0118546268336959,1.7701085244000514,G2,protein_coding,15.975997599759978,MESD
ENSG00000006007,1.68358202139205,-0.543714840848628,1.8831740454202783,1.7692015857198382,S,protein_coding,14.785478547854787,GDE1
ENSG00000123080,1.1795498135766398,1.3172107077683,0.7303181296842044,1.7681577450465644,G2,protein_coding,16.691269126912694,CDKN2C
ENSG00000187118,0.8506092641371981,1.5484681112115,0.5023233501592385,1.766717184971872,G2/M,protein_coding,22.442244224422446,CMC1
ENSG00000184840,1.36477896933456,-1.12076605420999,2.2583352717301803,1.7659949556573864,G1/S,protein_coding,11.40834083408341,TMED9
ENSG00000090621,0.8342265371533699,1.55524235552663,0.4923391011956454,1.764854866473423,G2/M,protein_coding,0.08160816081608162,PABPC4
ENSG00000176623,1.7606642793066,-0.0959066891658166,1.6252144240816198,1.7632744532411788,S,protein_coding,16.93849384938494,RMDN1
ENSG00000058272,1.14971709288672,1.33611708851628,0.7105533439939639,1.762684959912324,G2/M,protein_coding,21.815781578157818,PPP1R12A
ENSG00000183431,1.75504807777581,-0.140185288065405,1.6505025720631474,1.7606378589291287,S,protein_coding,14.137413741374138,SF3A3
ENSG00000168078,0.0732484547808298,1.75891186827802,0.041620138382842564,1.7604363937663452,G2/M,protein_coding,21.796579657965797,PBK
ENSG00000124207,1.7330645381844898,-0.2789703007901,1.7303966159163313,1.7553737841939927,S,protein_coding,17.012901290129015,CSE1L
ENSG00000006634,0.956019717248338,1.4712625256569498,0.5762314216843085,1.7545902995201073,G2/M,protein_coding,21.88058805880588,DBF4
ENSG00000120616,-0.444043968347844,-1.6951747227743301,3.3977824779278616,1.7523676516527942,G1,protein_coding,8.033603360336034,EPC1
ENSG00000185651,0.581537595425319,1.65175605744044,0.3385197943821116,1.7511379295144767,G2/M,protein_coding,21.957395739573958,UBE2L3
ENSG00000180353,0.960491871324258,1.46140428666173,0.5814473175027971,1.7487844704117357,G2/M,protein_coding,20.289228922892292,HCLS1
ENSG00000100416,1.55940072052937,0.7913513341833851,1.1011894437360525,1.748704532304226,G2,protein_coding,19.715571557155716,TRMU
ENSG00000176894,1.3446190620799898,-1.11735881970967,2.2641473410458035,1.7482823439284223,G1/S,protein_coding,12.094809480948095,PXMP2
ENSG00000170275,1.7461681262018098,0.0649132020120807,1.5336387796892443,1.7473742726612982,S,protein_coding,16.264026402640265,CRTAP
ENSG00000076003,1.55427608174795,-0.797827467244972,2.0450361744244105,1.7470840866381578,S,protein_coding,15.147914791479149,MCM6
ENSG00000125652,-1.54127789724352,0.8222744430208171,5.202477411451,1.7469037798850289,M/G1,protein_coding,4.404440444044405,ALKBH7
ENSG00000129255,1.3332659242455,1.1270442045778701,0.8690220906595564,1.7458025844369607,G2,protein_coding,22.64866486648665,MPDU1
ENSG00000123179,1.36330795527635,1.09021915807952,0.8962464869337946,1.7456192006171907,G2,protein_coding,21.054905490549057,EBPL
ENSG00000077420,1.00986038020817,1.42323559118016,0.617108312711821,1.7451124707353762,G2/M,protein_coding,21.266126612661267,APBB1IP
ENSG00000152969,1.74317089221834,-0.0734103333370161,1.6128845590603966,1.7447159758877475,S,protein_coding,17.00810081008101,JAKMIP1
ENSG00000044574,1.73598936159642,0.174273210892336,1.4707431252652114,1.7447149382092968,S,protein_coding,14.111011101110112,HSPA5
ENSG00000100836,1.4550251810653,0.9615407027154129,0.9868375337927076,1.7440352062136129,G2,protein_coding,20.289228922892292,PABPN1
ENSG00000256269,0.374265884611905,1.70270351207834,0.21636605830829375,1.74335142826346,G2/M,protein_coding,22.682268226822686,HMBS
ENSG00000160208,-1.69543312336571,0.404890554845587,4.94681079575102,1.7431092441980722,M/G1,protein_coding,0.36723672367236726,RRP1B
ENSG00000138069,0.695398955540379,1.59830933041996,0.41038086099411003,1.743035404997314,G2/M,protein_coding,22.192619261926193,RAB1A
ENSG00000134453,1.5148315441761802,-0.86114953194389,2.087715898570803,1.7424962334531375,S,protein_coding,16.72727272727273,RBM17
ENSG00000085224,-0.22866887249126003,1.72476981770655,6.151374654888552,1.7398621719314176,G2/M,protein_coding,22.043804380438047,ATRX
ENSG00000125354,0.915052714058726,1.47951507328996,0.5538981222664672,1.7396224652488357,G2/M,protein_coding,21.97659765976598,SEPT6
ENSG00000248487,1.65619429722101,-0.530223358903161,1.8806313641750216,1.7389986660357004,S,protein_coding,13.450945094509452,ABHD14A
ENSG00000136492,0.815701750868227,-1.5346240125294701,2.6530388083380427,1.7379413701852957,G1/S,protein_coding,12.274827482748275,BRIP1
ENSG00000149089,1.6855094171211,-0.41929302082109204,1.814610774717681,1.7368789919027712,S,protein_coding,16.73687368736874,APIP
ENSG00000092621,1.72391372944081,-0.20793539579448397,1.6908346466397008,1.736408844534815,S,protein_coding,13.63816381638164,PHGDH
ENSG00000184922,1.6249026477493602,-0.6049990413370749,1.9272236031524392,1.7338778661375378,S,protein_coding,15.481548154815483,FMNL1
ENSG00000135045,1.49894468466187,0.871448272089387,1.0441846096726053,1.7338561816378113,G2,protein_coding,20.183618361836185,C9orf40
ENSG00000187630,1.56608699038526,0.743779451968223,1.127406273953539,1.733734793624478,G2,protein_coding,19.864386438643866,DHRS4L2
ENSG00000131470,1.3820479664673302,-1.0460944170741702,2.218709093192153,1.7333118908754508,G1/S,protein_coding,14.247824782478249,PSMC3IP
ENSG00000165527,1.4567610427833,0.937835568473407,0.9988051810452624,1.7325381061508938,G2,protein_coding,16.80888088808881,ARF6
ENSG00000121073,0.0595347587655649,1.7314186325021899,0.0343714172450072,1.7324418802594872,G2/M,protein_coding,20.87968796879688,SLC35B1
ENSG00000171865,1.67766519904084,0.42922065008072896,1.3203249944706708,1.7317017313984717,S,protein_coding,18.412241224122415,RNASEH1
ENSG00000169217,1.5370102410230702,0.7923732025284809,1.0948029137694821,1.7292356036974943,G2,protein_coding,18.637863786378638,CD2BP2
ENSG00000164611,-1.2481717927986298,1.1964550361576398,5.476635022364212,1.728998981458672,M/G1,protein_coding,22.423042304230425,PTTG1
ENSG00000053371,1.36829026847081,-1.05611831270083,2.228136999059278,1.7284687296025836,G1/S,protein_coding,12.200420042004202,AKR7A2
ENSG00000182866,1.70738848026376,0.267593918643156,1.4153339614264722,1.7282308664736294,S,protein_coding,18.853885388538856,LCK
ENSG00000137076,0.363802219655419,1.68787461944193,0.212290955594257,1.7266362633694596,G2/M,protein_coding,22.329432943294332,TLN1
ENSG00000169607,1.1070796444049098,1.32399436858221,0.6964079396823586,1.7258581711986378,G2/M,protein_coding,21.705370537053707,CKAP2L
ENSG00000123136,1.64675722643304,-0.5157824391827179,1.8743287864902383,1.725642166666865,S,protein_coding,15.135913591359136,DDX39A
ENSG00000244187,-0.0463332974052731,1.72485588676151,6.256329638665742,1.725478079995304,G2/M,protein_coding,20.932493249324935,TMEM141
ENSG00000182511,1.3657531789408002,1.05420700564536,0.9134341114683748,1.7252924843453812,G2,protein_coding,22.372637263726375,FES
ENSG00000102178,1.62375417082232,-0.581503317206948,1.9146890470924451,1.7247387382399586,S,protein_coding,14.127812781278129,UBL4A
ENSG00000182670,1.72019831064244,-0.0870479086644165,1.6213566143622293,1.722399363196571,S,protein_coding,14.379837983798382,TTC3
ENSG00000066279,-0.8754481391968622,1.4819917181427198,5.749614283265047,1.721252130591814,M/G1,protein_coding,22.715871587158716,ASPM
ENSG00000137720,1.56124088155904,-0.724397220513095,2.005221693114204,1.7211113919030185,S,protein_coding,14.643864386438645,C11orf1
ENSG00000162521,1.71862100822421,-0.0504676815694749,1.600153109043403,1.7193618457999462,S,protein_coding,16.04080408040804,RBBP4
ENSG00000106635,1.24421581678278,-1.18470400407267,2.331698042078496,1.718021122104806,G1/S,protein_coding,10.565856585658567,BCL7B
ENSG00000127837,1.51998851361129,0.7987899167446859,1.0869389064107953,1.7170994183806718,G2,protein_coding,16.324032403240324,AAMP
ENSG00000188343,0.6737083658459521,-1.5790523285468798,2.7383222233865077,1.7167670833575959,G1/S,protein_coding,10.937893789378938,FAM92A
ENSG00000204220,1.70514069401055,-0.18618800434171698,1.6795576067881541,1.7152757094215296,S,protein_coding,14.077407740774078,PFDN6
ENSG00000079332,1.26078117155378,1.1615322859223,0.826348025849674,1.7142713944368335,G2,protein_coding,21.794179417941795,SAR1A
ENSG00000135316,1.4814612093195803,-0.862298972517996,2.0979200259760646,1.714143177428369,S,protein_coding,18.952295229522953,SYNCRIP
ENSG00000166503,0.30650205374442996,-1.6844574293135801,2.9616029231179555,1.7121157496265456,G1/S,protein_coding,12.95889588958896,HDGFL3
ENSG00000233429,-1.6637638361730802,-0.40272431114204704,4.47490071869654,1.7118110215038926,M/G1,antisense,5.441344134413442,HOTAIRM1
ENSG00000120699,0.9060502031177979,1.45177465142321,0.557950694185506,1.711308449428327,G2/M,protein_coding,21.681368136813685,EXOSC8
ENSG00000115649,-0.375472217258413,1.6690721684805199,6.061910225280689,1.7107838231434191,M/G1,protein_coding,22.76867686768677,CNPPD1
ENSG00000168904,1.70732692965573,-0.106632402903479,1.6331710699434132,1.7106535926588504,S,protein_coding,15.920792079207922,LRRC28
ENSG00000169288,1.6137815003502198,0.5605601591485639,1.2364769830741478,1.7083671803500762,S,protein_coding,21.170117011701173,MRPL1
ENSG00000100294,1.0004532811965001,-1.38228582607754,2.515092930972451,1.7063472310264725,G1/S,protein_coding,14.10861086108611,MCAT
ENSG00000091651,1.6564517991353203,0.401472085755414,1.3330128499571883,1.7044096920926735,S,protein_coding,17.620162016201622,ORC6
ENSG00000197102,1.0079298894350501,1.3743762636021,0.632774367133267,1.7043569978057478,G2/M,protein_coding,22.444644464446448,DYNC1H1
ENSG00000169019,1.41732823266086,0.94572190936941,0.9823852766217777,1.7038806439885628,G2,protein_coding,21.676567656765677,COMMD8
ENSG00000185808,0.545967849080843,1.61334908823255,0.32630945153701146,1.703225226659928,G2/M,protein_coding,23.080708070807084,PIGP
ENSG00000213123,0.681911181977263,1.5604977264292,0.4119765280032032,1.702984443351239,G2/M,protein_coding,21.837383738373838,TCTEX1D2
ENSG00000060688,1.6390716287765699,-0.453286367853065,1.8406036170258417,1.7005952885803552,S,protein_coding,14.605460546054607,SNRNP40
ENSG00000125445,1.6528717090077,-0.39912121002653295,1.8077320851310972,1.7003772013088976,S,protein_coding,16.64566456645665,MRPS7
ENSG00000182054,1.6874033235593602,0.204445719653512,1.4502240641988484,1.6997435184885445,S,protein_coding,17.756975697569757,IDH2
ENSG00000137547,1.6889872187493,-0.18242177939597398,1.6783858683778798,1.6988100337284593,S,protein_coding,16.65766576657666,MRPL15
ENSG00000160679,0.160783844827345,1.68976335850809,0.0948660803467947,1.6973955498097677,G2/M,protein_coding,23.361536153615365,CHTOP
ENSG00000105401,0.9879181237607908,1.37908388995064,0.621620496755411,1.6964240610108163,G2/M,protein_coding,21.6981698169817,CDC37
ENSG00000160285,1.66063581231477,-0.34314593979506003,1.7745637430156274,1.6957182658508374,S,protein_coding,16.583258325832585,LSS
ENSG00000109917,0.44093381436089096,-1.63652055146084,2.8784087006885164,1.6948811592558743,G1/S,protein_coding,6.687068706870687,ZPR1
ENSG00000187257,1.6905000863150301,-0.10991883086312801,1.635726413928139,1.694069860191557,S,protein_coding,15.1983198319832,RSBN1L
ENSG00000099385,1.4724426970288402,-0.8376479868054729,2.088021556424589,1.6940311820721679,S,protein_coding,12.651665166516652,BCL7C
ENSG00000184203,1.6291083989080302,-0.462480165020305,1.8474043564771805,1.6934822344594862,S,protein_coding,13.210921092109212,PPP1R2
ENSG00000237819,1.32344161031624,1.05431508217616,0.8981035699159617,1.6920632341672592,G2,antisense,16.132013201320134,AC002454.1
ENSG00000119326,1.6743386449380002,-0.22373790571894198,1.7036370045060945,1.689221284612622,S,protein_coding,17.454545454545457,CTNNAL1
ENSG00000257621,0.323571598312903,1.6578230520310602,0.19275533847820941,1.6891050444185958,G2/M,antisense,23.054305430543057,PSMA3-AS1
ENSG00000143119,0.611974127669119,1.57419905358677,0.37077298262599423,1.6889686181956909,G2/M,protein_coding,21.851785178517854,CD53
ENSG00000009790,1.14388426654905,1.24214822675998,0.7442384290759085,1.6886099112884008,G2,protein_coding,21.16531653165317,TRAF3IP3
ENSG00000161057,1.5564390603868299,0.654407400083459,1.172784455809763,1.6884168898651275,G2,protein_coding,21.28772877287729,PSMC2
ENSG00000109062,1.20044557546784,1.1871703946976297,0.7909581211726274,1.6883255390199012,G2,protein_coding,17.86738673867387,SLC9A3R1
ENSG00000170322,1.35496397555188,-1.00611408760901,2.2095055041916654,1.6876590094947104,G1/S,protein_coding,14.396639663966397,NFRKB
ENSG00000139644,1.45475604892193,0.854015919762899,1.0399526008271125,1.6869079266763243,G2,protein_coding,21.124512451245128,TMBIM6
ENSG00000128322,1.6159092591290598,-0.48373053567526897,1.8616612841791524,1.6867596049478153,S,protein_coding,12.726072607260727,IGLL1
ENSG00000047249,1.6707658063941202,-0.227785697606465,1.706297009094957,1.686222020924249,S,protein_coding,15.903990399039905,ATP6V1H
ENSG00000164105,1.47602755692871,0.8139588390984441,1.0668387651785352,1.6855818996890726,G2,protein_coding,22.264626462646266,SAP30
ENSG00000158092,1.68047557450929,0.131072359371853,1.4929567367341703,1.6855794611686608,S,protein_coding,15.042304230423044,NCK1
ENSG00000164162,1.46544755279987,-0.8308025049393791,2.086542740502786,1.6845679957249202,S,protein_coding,15.45754575457546,ANAPC10
ENSG00000232119,1.09292947391226,-1.28181613628351,2.435567131981022,1.6845021348110294,G1/S,protein_coding,10.781878187818783,MCTS1
ENSG00000166788,1.6791071062043703,-0.13142267118836,1.648906462564071,1.684242438786144,S,protein_coding,13.522952295229524,SAAL1
ENSG00000127125,0.0128362644219957,1.68164550267129,0.00763300892387478,1.6816944925695887,G2/M,protein_coding,0.54005400540054,PPCS
ENSG00000163584,1.32511714508944,1.0257960255543102,0.9120380044975018,1.675766372216905,G2,protein_coding,16.895289528952897,RPL22L1
ENSG00000247092,-0.373801865468873,-1.6313437534600201,3.3668416258654332,1.6736219037109417,G1,antisense,6.3294329432943295,SNHG10
ENSG00000078596,1.672073722,-0.00919239162414837,1.5762938708898881,1.6720989898527852,S,protein_coding,21.08610861086109,ITM2A
ENSG00000048649,1.64663458202957,-0.286461754462877,1.7430405013290922,1.67136644201852,S,protein_coding,15.066306630663068,RSF1
ENSG00000115446,0.997925235988874,1.3403883051820702,0.639974754569269,1.671076175789815,G2/M,protein_coding,21.594959495949595,UNC50
ENSG00000162642,1.4734078940830502,0.786712119260728,1.080366427112711,1.6702834432927707,G2,protein_coding,21.074107410741075,C1orf52
ENSG00000267855,0.7511930298327869,-1.4906222314451498,2.6747932733160047,1.6692050817523532,G1/S,protein_coding,11.957995799579958,NDUFA7
ENSG00000113732,1.6658478250306397,0.004185320693924821,1.568283905297114,1.6658530826782485,S,protein_coding,13.854185418541855,ATP6V0E1
ENSG00000101146,1.29878577222845,-1.0427297692685,2.2472724778993074,1.6655719299573317,G1/S,protein_coding,18.011401140114014,RAE1
ENSG00000143179,1.4706739782033402,-0.780728720954721,2.0588296418629723,1.6650583430883237,S,protein_coding,13.004500450045006,UCK2
ENSG00000070010,1.46256541632036,-0.7931184396585991,2.067692349073998,1.663771155039911,S,protein_coding,14.235823582358236,UFD1
