,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols,peak_times
ENSG00000047634,1.1745237194966103,1.08614261317251,0.824473421052709,1.5997536509754746,G2,protein_coding,SCML1,20.226822682268228
ENSG00000164109,1.54966406634096,0.38000801144188107,1.3303218941522126,1.5955766378549205,G2/M,protein_coding,MAD2L1,21.743774377437745
ENSG00000221914,1.2989426483676798,0.9265075107671508,0.9512142779177178,1.5955150175590276,G2,protein_coding,PPP2R2A,21.395739573957396
ENSG00000196290,1.3827528907246203,-0.791610069835231,2.090741067458819,1.593314802376427,M/G1,protein_coding,NIF3L1,0.21602160216021604
ENSG00000105173,-1.41995099877193,0.720624875252018,5.182018428156076,1.592344513522557,S,protein_coding,CCNE1,13.911791179117913
ENSG00000093010,-0.8953539422642529,-1.31302346735042,3.740069082564688,1.5892417398687522,G1,protein_coding,COMT,7.7239723972397245
ENSG00000068001,1.20691265827371,-1.03373047403542,2.279056568289139,1.5890993857058806,M/G1,protein_coding,HYAL2,23.740774077407742
ENSG00000143933,1.52587785095722,-0.44130704487069605,1.8523296645451726,1.5884127687393887,G2/M,protein_coding,CALM2,21.983798379837985
ENSG00000101421,-1.15031341669527,1.0924464477545899,5.471991188632954,1.586398499066602,S,protein_coding,CHMP4B,14.567056705670568
ENSG00000135451,1.5616790453781297,-0.271335379216065,1.7428249300420247,1.585075496242205,G2/M,protein_coding,TROAP,22.751875187518753
ENSG00000156976,1.55902485765502,0.260559451898499,1.4051971049463132,1.5806485171472822,G2/M,protein_coding,EIF4A2,21.940594059405942
ENSG00000138758,1.4816173532058001,-0.545268220331494,1.9234355689889193,1.5787676882378976,G2/M,protein_coding,SEPT11,23.435943594359436
ENSG00000126945,1.44529819479773,0.6333649967764929,1.1577779896845908,1.5779854533636435,G2,protein_coding,HNRNPH2,21.65736573657366
ENSG00000114439,1.48853829827088,0.522348838348152,1.2333075395412407,1.5775279947889453,G2,protein_coding,BBX,22.08700870087009
ENSG00000188229,1.48879298410792,0.520145375181147,1.2346794106205534,1.5770401899924116,G2,protein_coding,TUBB4B,21.63096309630963
ENSG00000023909,1.5326105208810201,-0.370399348874219,1.8079279936736652,1.5767341837994244,G2/M,protein_coding,GCLM,22.11821182118212
ENSG00000065154,1.39864830877019,0.727016090198476,1.091435210569457,1.576315161074457,G2,protein_coding,OAT,21.68616861686169
ENSG00000162642,0.953985090175533,-1.2497091580617299,2.4895922385534246,1.5722151672149005,G1,protein_coding,C1orf52,22.811881188118814
ENSG00000121851,1.1862057627800802,-1.0314494010775,2.2865236567509166,1.571932561732788,M/G1,protein_coding,POLR3GL,0.6984698469846985
ENSG00000224877,-1.3665849916298798,-0.775596186305428,4.196176647986402,1.5713382778891256,S,protein_coding,NDUFAF8,9.843384338433845
ENSG00000178449,-1.55554019918023,0.220546620457994,4.853231619130611,1.5710971080939307,S,protein_coding,COX14,11.657965796579658
ENSG00000129173,-0.8113798270806909,1.3449456460812699,5.740356976998741,1.5707374111246144,S,protein_coding,E2F8,14.101410141014103
ENSG00000169217,0.706248463077782,1.4027827259113201,0.46641375085895376,1.570536936119276,S,protein_coding,CD2BP2,20.970897089708973
ENSG00000137135,1.5660926657353003,-0.11356261981084499,1.64318297636778,1.570204670190546,G2/M,protein_coding,ARHGEF39,22.809480948094812
ENSG00000174173,1.5623588511563602,-0.140950043383599,1.6607689373423151,1.568703953751778,G2/M,protein_coding,TRMT10C,21.172517251725175
ENSG00000180806,1.5077412788509899,0.430360744941593,1.292755744990586,1.567958588336408,G2/M,protein_coding,HOXC9,22.581458145814583
ENSG00000128654,1.45774729941778,0.5764030473579269,1.1942559530696268,1.5675674345824282,G2,protein_coding,MTX2,22.30783078307831
ENSG00000122952,0.495023812613117,1.48449994222044,0.3218660425013841,1.5648605859649336,S,protein_coding,ZWINT,20.60606060606061
ENSG00000109881,1.5470534873223099,-0.22999628069959,1.71838265617419,1.5640565148906114,G2/M,protein_coding,CCDC34,23.995199519951996
ENSG00000158195,1.46620444091282,-0.539921549485822,1.9236311501254735,1.5624566368868118,G2/M,protein_coding,WASF2,23.68556855685569
ENSG00000100567,0.679582872540756,1.40620941671823,0.4501765886758895,1.5618123460639468,S,protein_coding,PSMA3,18.5994599459946
ENSG00000128283,1.4781726345978998,-0.500423465532652,1.897227300189227,1.560582577927168,G2/M,protein_coding,CDC42EP1,22.13981398139814
ENSG00000109046,1.55796092220608,0.0576070507661097,1.533837236461892,1.5590255954984151,G2/M,protein_coding,WSB1,22.38943894389439
ENSG00000153310,-1.5218695057700198,-0.33529148261923497,4.495537734562456,1.558366828095904,S,protein_coding,FAM49B,10.873087308730874
ENSG00000175216,1.3104591799166398,-0.8423789795517571,2.1421019140549,1.5578528837532932,M/G1,protein_coding,CKAP5,23.16711671167117
ENSG00000100650,1.4251313230814697,0.623382273559121,1.1584522512217947,1.555507874302049,G2,protein_coding,SRSF5,20.850885088508853
ENSG00000128309,1.30094968124094,-0.8516080753534979,2.1504019480791925,1.5548975487562493,M/G1,protein_coding,MPST,0.062406240624062415
ENSG00000108946,1.54430076099026,0.16748090376494698,1.4627675748700726,1.5533559455324526,G2/M,protein_coding,PRKAR1A,20.0972097209721
ENSG00000158793,1.4372225186976697,0.57902915156012,1.187809094700864,1.5494784046924002,G2,protein_coding,NIT1,22.211821182118214
ENSG00000198604,1.54733970193019,0.0440573997602403,1.5423310198264233,1.547966797978252,G2/M,protein_coding,BAZ1A,21.97899789978998
ENSG00000234147,-1.54596964285894,-0.0249198128251991,4.696271163983836,1.5461704736906088,S,lincRNA,AL035446.1,10.042604260426044
ENSG00000149743,1.51801510339144,0.271776969494459,1.3936388126418273,1.5421519300224982,G2/M,protein_coding,TRPT1,21.666966696669668
ENSG00000168291,1.46169523088847,0.488590889723017,1.2482091478786888,1.5411923973087938,G2,protein_coding,PDHB,22.0990099009901
ENSG00000164114,1.5351255106230501,-0.119694261861035,1.6486092395207235,1.5397847413480035,G2/M,protein_coding,MAP9,23.34953495349535
ENSG00000121931,1.5347100042806598,0.12407112492660699,1.4901283931535703,1.539717000386661,G2/M,protein_coding,LRIF1,22.437443744374438
ENSG00000177830,-1.53928385669172,0.00836497804893702,4.717823257934809,1.5393065855538637,S,protein_coding,CHID1,10.357035703570357
ENSG00000105993,1.3849300193638998,0.666605328209318,1.122197744341543,1.5370080748429218,G2,protein_coding,DNAJB6,21.530153015301533
ENSG00000176903,1.5311883505679,-0.0297586729124688,1.5902288981933463,1.5314775034352799,G2/M,protein_coding,PNMA1,22.715871587158716
ENSG00000167792,1.52597333215375,-0.12205493864263199,1.6506113829203566,1.5308468305129275,G2/M,protein_coding,NDUFV1,22.442244224422446
ENSG00000154277,1.4383800018019302,-0.50768164303807,1.9101001389607057,1.5253451020216884,G2/M,protein_coding,UCHL1,22.533453345334536
ENSG00000143294,1.4409690042287902,-0.49689939188876203,1.902864184989208,1.524237736315281,G2/M,protein_coding,PRCC,22.38943894389439
ENSG00000179021,1.38481869832851,0.634745714431875,1.1410118818013397,1.523359756994355,G2,protein_coding,C3orf38,21.304530453045306
ENSG00000150991,1.5069154798113502,0.222127750355329,1.4244446698539017,1.5231989367029481,G2/M,protein_coding,UBC,22.07020702070207
ENSG00000181218,-1.4627811908721202,0.418746062941928,4.991199615155768,1.5215377345299799,S,protein_coding,HIST3H2A,11.741974197419744
ENSG00000155506,1.42291201719394,-0.534116488270203,1.9298901118771823,1.5198549377216963,G2/M,protein_coding,LARP1,22.665466546654667
ENSG00000172466,1.51468984673156,-0.11652832791815,1.64757722557382,1.5191656206612487,G2/M,protein_coding,ZNF24,21.482148214821486
ENSG00000063854,1.4851829487813002,-0.313014683684733,1.7785147139350197,1.5178097982135217,G2/M,protein_coding,HAGH,23.032703270327033
ENSG00000261373,-0.520547632920366,-1.42469796102146,3.4918975255410616,1.516817101129105,G1,antisense,VPS9D1-AS1,7.591959195919593
ENSG00000175203,-0.168395721631584,1.50614488326301,6.171841929198913,1.515529454825332,S,protein_coding,DCTN2,14.946294629462948
ENSG00000089248,1.4400767566748403,-0.465463734735313,1.8834187716445037,1.5134323749242558,G2/M,protein_coding,ERP29,23.771977197719774
ENSG00000173456,1.3472896727462,-0.6891628418437881,2.043615775416217,1.5133191616003443,M/G1,protein_coding,RNF26,0.2544254425442544
ENSG00000132002,1.50549619324143,0.12734348088741002,1.4864114739866918,1.5108723142572171,G2/M,protein_coding,DNAJB1,22.425442544254427
ENSG00000138381,0.0136697972277811,1.50850963151102,0.009061541796504624,1.5085715666542843,S,protein_coding,ASNSD1,19.72517251725173
ENSG00000176890,-1.2554007312709299,0.83035714710759,5.296756014021384,1.5051657675579262,S,protein_coding,TYMS,14.401440144014403
ENSG00000180098,1.45916103048296,-0.365260067102921,1.8160779997416372,1.504182777956231,G2/M,protein_coding,TRNAU1AP,21.911791179117913
ENSG00000031698,1.40083678211317,0.546259878348507,1.1989814373915122,1.5035769168268402,G2,protein_coding,SARS,20.74767476747675
ENSG00000162627,-0.673256644658609,1.3432611917286201,5.818569748636348,1.5025395631334175,S,protein_coding,SNX7,16.204020402040204
ENSG00000087365,-1.49924580081633,-0.0266121779745806,4.694640467407992,1.499481970309063,S,protein_coding,SF3B2,10.94989498949895
ENSG00000132581,1.4614545195078301,0.327219174636344,1.3505294473665304,1.4976387083804803,G2/M,protein_coding,SDF2,22.53825382538254
ENSG00000177879,-1.11334762520372,-1.0013667408417999,3.979894601805817,1.4974238826100281,S,protein_coding,AP3S1,8.907290729072908
ENSG00000079616,1.4440967315887299,-0.39300455515809996,1.8365068824482293,1.4966188394378404,G2/M,protein_coding,KIF22,22.56705670567057
ENSG00000173473,1.47160889242306,-0.24810515954755802,1.737820141655096,1.4923769304209793,G2/M,protein_coding,SMARCC1,21.611761176117614
ENSG00000107372,1.1315871750675,0.9726818768219291,0.8607707820895972,1.4921794691909802,G2,protein_coding,ZFAND5,20.81728172817282
ENSG00000117748,-0.795291046651662,1.2615086283818402,5.7206918410806535,1.491271896190003,S,protein_coding,RPA2,15.510351035103511
ENSG00000140374,-0.843673983273782,1.22755235182326,5.681046368787349,1.4895202470996716,S,protein_coding,ETFA,14.372637263726373
ENSG00000117133,0.898604073767298,1.1868371283566101,0.6480562536713586,1.4886475911500843,G2,protein_coding,RPF1,19.943594359435945
ENSG00000176619,-1.22235207443231,-0.847643043539453,4.106070873577059,1.4874956548271994,S,protein_coding,LMNB2,5.05970597059706
ENSG00000103811,-1.32602917035751,-0.6721440384728921,4.243248708517608,1.4866509237523364,S,protein_coding,CTSH,9.315331533153316
ENSG00000181038,1.3716012466751497,0.57307352513065,1.1750284169313658,1.4865070619026655,G2,protein_coding,METTL23,21.772577257725775
ENSG00000164111,0.0869498544376222,1.4833478739502002,0.058550306732208075,1.4858940717087818,S,protein_coding,ANXA5,19.014701470147017
ENSG00000100711,1.48475749179507,-0.0308942792811659,1.5916009511022124,1.4850788753240989,G2/M,protein_coding,ZFYVE21,0.11041104110411042
ENSG00000108671,1.46661880465388,0.20996423052145,1.4286004252562838,1.4815720354619415,G2/M,protein_coding,PSMD11,21.450945094509454
ENSG00000161542,1.15364208007993,0.9293364962210459,0.8926698121512952,1.4814035142862183,G2,protein_coding,PRPSAP1,20.4980498049805
ENSG00000204469,1.40547610094744,-0.462010622396988,1.8883907679854355,1.4794650673611967,G2/M,protein_coding,PRRC2A,0.38403840384038407
ENSG00000119929,1.12232802367664,0.962464307050131,0.8619292808808372,1.478498473139354,G2,protein_coding,CUTC,20.836483648364837
ENSG00000167965,-1.3890333538753101,-0.504469126310057,4.364021106105984,1.4778033555172776,S,protein_coding,MLST8,10.505850585058507
ENSG00000132591,1.3351987865502501,-0.631755797765751,2.0127381201285877,1.477115834190366,M/G1,protein_coding,ERAL1,21.143714371437145
ENSG00000143398,1.4748808903222599,-0.0725590346872433,1.6199532328392552,1.4766646383497257,G2/M,protein_coding,PIP5K1A,23.52715271527153
ENSG00000050393,-1.4747629798267998,0.0278545931519114,4.7312742399003955,1.4750260082545257,S,protein_coding,MCUR1,11.885988598859887
ENSG00000082515,1.4681840936408899,-0.141362242557309,1.6667841674533186,1.4749738358496238,G2/M,protein_coding,MRPL22,22.25982598259826
ENSG00000118363,1.4362602223681202,0.33226934294365196,1.343452396066902,1.4741934549499018,G2/M,protein_coding,SPCS2,21.592559255925593
ENSG00000220205,1.40845617758308,-0.432764266235725,1.8689016026837124,1.4734428099870338,G2/M,protein_coding,VAMP2,23.02790279027903
ENSG00000144566,1.45950259339205,-0.201600840879421,1.7080575770581676,1.473360349392303,G2/M,protein_coding,RAB5A,22.483048304830486
ENSG00000164051,1.2039306483707,0.843846873721673,0.959459972677385,1.4702130976073282,G2,protein_coding,CCDC51,19.660366036603662
ENSG00000140416,1.47000368633299,-0.0214513347249145,1.5853879992186704,1.470160194534616,G2/M,protein_coding,TPM1,22.795079507950796
ENSG00000154719,1.46512742750819,-0.116911653177853,1.650423840485892,1.4697845806394707,G2/M,protein_coding,MRPL39,21.621362136213623
ENSG00000067064,-0.671497891334165,1.3071348076253,5.808624098479605,1.4695274149779787,S,protein_coding,IDI1,14.475847584758476
ENSG00000183605,-1.3477725712566702,0.579409735198675,5.118404084925993,1.4670400625323137,S,protein_coding,SFXN4,10.285028502850286
ENSG00000111615,1.0398511238937,1.03327582860102,0.7885698327622797,1.4659294996124868,G2,protein_coding,KRR1,21.381338133813383
ENSG00000106554,-1.46093232864597,0.11963519330391399,4.794096285285395,1.4658225842030819,S,protein_coding,CHCHD3,10.16981698169817
ENSG00000198612,0.9627501420408341,1.1047763651107398,0.7168121242478367,1.4654073334424613,G2,protein_coding,COPS8,21.374137413741376
ENSG00000108848,1.4316279453651202,-0.301876130184247,1.7786141017972832,1.4631089405527435,G2/M,protein_coding,LUC7L3,23.025502550255027
ENSG00000101773,-0.274850976478558,1.43467028810575,6.093900977043082,1.460760724706361,S,protein_coding,RBBP8,15.543954395439545
ENSG00000148362,-1.4466514226490301,-0.19693540209185,4.57708878253315,1.4599944832942149,S,protein_coding,PAXX,11.10831083108311
ENSG00000091732,1.44254789966104,-0.21881628879966397,1.7213360985679398,1.459049351824857,G2/M,protein_coding,ZC3HC1,21.822982298229824
ENSG00000162385,0.541024698322389,-1.35404199127719,2.7614633005502536,1.4581280596493333,G1,protein_coding,MAGOH,1.1473147314731473
ENSG00000122958,1.23148424712611,0.7784756476408,1.0070760831428789,1.4569069238937418,G2,protein_coding,VPS26A,20.76687668766877
ENSG00000087111,1.4256157112138301,0.300173855271866,1.3632703908250565,1.4568749086481276,G2/M,protein_coding,PIGS,21.914191419141915
ENSG00000116649,-1.28570927019273,-0.684459390263464,4.223190228730608,1.456548311721707,S,protein_coding,SRM,8.542454245424542
ENSG00000102882,0.371718965080055,1.40808663110379,0.25810055648705044,1.4563251524619796,S,protein_coding,MAPK3,20.44764476447645
ENSG00000211460,1.00580709275426,1.04506883538057,0.7662566118212351,1.4504539904865916,G2,protein_coding,TSN,20.330033003300333
ENSG00000012061,1.1794085291618501,-0.8440198272214879,2.1919352147032485,1.4503013298631113,M/G1,protein_coding,ERCC1,0.4632463246324633
ENSG00000170473,1.3689148932956396,0.46861363334510403,1.2409753214045096,1.4469024578192933,G2,protein_coding,PYM1,20.694869486948697
ENSG00000125779,-1.33731316685205,0.548030639593383,5.101314791573607,1.4452487980167952,S,protein_coding,PANK2,14.691869186918693
ENSG00000108106,1.28619469686139,-0.654883648090833,2.041747990897365,1.4433188804873027,M/G1,protein_coding,UBE2S,23.042304230423046
ENSG00000137168,1.15089902666231,-0.8669932652238961,2.2164177488756716,1.4409184194519291,M/G1,protein_coding,PPIL1,23.35913591359136
ENSG00000188690,-0.846271545226244,1.16555076660919,5.655176063312059,1.4403763806043492,S,protein_coding,UROS,13.023702370237025
ENSG00000154640,-0.896302116640848,1.12383879082628,5.609948489724539,1.4374877780561264,S,protein_coding,BTG3,15.210321032103211
ENSG00000089685,1.4369528579951798,-0.0325582301944192,1.593450278299524,1.4373216600517464,G2/M,protein_coding,BIRC5,22.147014701470148
ENSG00000161526,1.4235232356224201,0.19495163607741603,1.4346929099052947,1.4368105451889561,G2/M,protein_coding,SAP30BP,21.786978697869788
ENSG00000169710,-1.2357797230722298,-0.7329357162807021,4.177061592476265,1.4367833128751122,S,protein_coding,FASN,10.143414341434145
ENSG00000198695,1.04179037647267,-0.987748232592175,2.329572983019976,1.4356091945581961,M/G1,protein_coding,MT-ND6,1.3753375337533755
ENSG00000159140,1.05167538697116,-0.976299550897716,2.3190435600814405,1.4349849938741595,M/G1,protein_coding,SON,23.003900390039007
ENSG00000197894,1.15174452987462,0.851386517106891,0.9342336021158667,1.432262009412912,G2,protein_coding,ADH5,21.32613261326133
ENSG00000173418,1.36537026294808,0.43070311831944,1.2652281281277042,1.4316917025229274,G2,protein_coding,NAA20,21.25892589258926
ENSG00000171135,1.3233000955866698,-0.5433297698976121,1.9603959497226942,1.430500046080629,G2/M,protein_coding,JAGN1,23.121512151215125
ENSG00000063241,-0.0617008612602779,-1.4286084855072299,3.1847553119256107,1.4299402788730449,G1,protein_coding,ISOC2,3.6459645964596463
ENSG00000130021,1.3117335536238102,0.5659959211751701,1.163444022901833,1.4286344173683756,G2,protein_coding,PUDP,22.11821182118212
ENSG00000135535,1.3150959368891202,0.5577752339300179,1.1696604915442061,1.42849239928253,G2,protein_coding,CD164,20.985298529852987
ENSG00000214026,-1.36665428446359,-0.41377450526596504,4.41839781127111,1.4279192114579806,S,protein_coding,MRPL23,9.831383138313832
ENSG00000025293,1.32076040909157,-0.542046658351831,1.9602402142096464,1.4276633489916726,G2/M,protein_coding,PHF20,23.975997599759978
ENSG00000270170,-1.4270626364163501,-0.0312795990801399,4.690473620515283,1.4274054019703717,S,protein_coding,NCBP2-AS2,9.747374737473748
ENSG00000120963,-1.1352448734713703,-0.863161021177848,4.062309225789316,1.4261233716701416,S,protein_coding,ZNF706,8.122412241224122
ENSG00000164609,1.41092526432232,0.205600384670563,1.4260945570943058,1.4258266443294192,G2/M,protein_coding,SLU7,21.64776477647765
ENSG00000165516,1.20346699580217,-0.76277970559114,2.1357119526038897,1.4248388292178196,M/G1,protein_coding,KLHDC2,23.121512151215125
ENSG00000232388,-0.510130819441753,-1.32910530928813,3.5080692321082902,1.4236412385577377,G1,protein_coding,SMIM26,7.752775277527753
ENSG00000106077,-0.6476216496590649,1.26690132919881,5.810629354731041,1.4228326602355037,S,protein_coding,ABHD11,17.022502250225024
ENSG00000273344,-1.3478849832588602,-0.45007042511949,4.390120750407604,1.4210409268075204,S,lincRNA,PAXIP1-AS1,11.273927392739274
ENSG00000100749,1.25800409768353,0.65616903710638,1.0900221009591302,1.4188488696988366,G2,protein_coding,VRK1,21.50855085508551
ENSG00000163738,-1.31182070682675,0.535209915453025,5.099764376285794,1.4168003460116279,S,protein_coding,MTHFD2L,11.425142514251426
ENSG00000117614,1.40240416220756,0.19712640810863502,1.431148060632895,1.416190755142435,G2/M,protein_coding,SYF2,22.87908790879088
ENSG00000146409,1.3989095536744198,0.21686073202748998,1.4169992582768127,1.4156187751146365,G2/M,protein_coding,SLC18B1,22.2982298229823
ENSG00000131711,1.2110459336750001,0.727293383172269,1.0299726659960835,1.4126527948073149,G2,protein_coding,MAP1B,21.035703570357036
ENSG00000099246,1.40908816264251,-0.0946304628560024,1.6378528708813347,1.4122621479738053,G2/M,protein_coding,RAB18,22.442244224422446
ENSG00000103024,-1.22842201489446,-0.695396207454401,4.19727732870159,1.4115936143307426,S,protein_coding,NME3,9.125712571257127
ENSG00000100528,1.40903361272019,0.0824807583046031,1.5123259386965475,1.4114456409177834,G2/M,protein_coding,CNIH1,23.58955895589559
ENSG00000100813,0.644063235841837,-1.25569659858577,2.667668011120619,1.4112375418273602,G1,protein_coding,ACIN1,2.7674767476747677
ENSG00000101444,-1.3602253178740098,0.37056816020768,4.97836566927426,1.4097991618472312,S,protein_coding,AHCY,11.07950795079508
ENSG00000164258,1.23801243037591,0.671902277358618,1.0735544449328072,1.4085905892362636,G2,protein_coding,NDUFS4,20.783678367836785
ENSG00000136527,1.39126193941641,0.20849096249302104,1.4220457981359096,1.4067971657314273,G2/M,protein_coding,TRA2B,21.354935493549355
ENSG00000179526,1.07864059313445,-0.9030259353671349,2.267805711066046,1.4067414009344885,M/G1,protein_coding,SHARPIN,22.93909390939094
ENSG00000169607,1.4036782324538002,-0.0925528070518252,1.636636936045576,1.406726200210189,G2/M,protein_coding,CKAP2L,22.75907590759076
ENSG00000171793,1.35865878189857,-0.36362304609607204,1.8323014491893936,1.4064762370130155,G2/M,protein_coding,CTPS1,23.08790879087909
ENSG00000100220,0.744457207956598,1.19231272915878,0.5581539434842763,1.4056408426737579,G2,protein_coding,RTCB,20.954095409540955
ENSG00000185262,1.39848676921789,-0.11425012219670501,1.6523108346061923,1.4031458705706452,G2/M,protein_coding,UBALD2,22.40624062406241
ENSG00000182718,0.845233648498015,1.11962793839174,0.6466448267158111,1.4028494719607674,G2,protein_coding,ANXA2,21.981398139813983
ENSG00000157500,1.29320781805186,0.5430548164442199,1.1732291172974518,1.4026029353789753,G2,protein_coding,APPL1,22.583858385838585
ENSG00000116560,1.33013856240227,-0.44462311263893894,1.8933880857002074,1.4024829080891916,G2/M,protein_coding,SFPQ,22.60546054605461
ENSG00000165644,0.387155820355376,-1.34664816800159,2.861646622639345,1.4011962452194493,G1,protein_coding,COMTD1,3.7011701170117015
ENSG00000162702,1.3415015151161898,-0.399105859454951,1.8599642401604457,1.3996113039377425,G2/M,protein_coding,ZNF281,23.1983198319832
ENSG00000117877,-1.3889360381433302,0.162309588667982,4.828720291306727,1.39838754307483,S,protein_coding,CD3EAP,9.262526252625264
ENSG00000278311,1.23992283658594,0.644298883056633,1.0915697358648209,1.3973294856243994,G2,protein_coding,GGNBP2,21.17971797179718
ENSG00000078140,1.39531728203729,-0.00516398530837505,1.574497249730553,1.3953268378040307,G2/M,protein_coding,UBE2K,21.73657365736574
ENSG00000105849,1.26493176400893,-0.588728181198467,2.0064016400385203,1.3952251570753726,M/G1,protein_coding,TWISTNB,21.890189018901893
ENSG00000119969,-1.39230405485783,-0.0883158721257146,4.649042393706216,1.3951022451572792,S,protein_coding,HELLS,11.213921392139214
ENSG00000060138,-1.1888018932494,-0.7279322120067521,4.162956790111878,1.3939638613215197,S,protein_coding,YBX3,9.202520252025204
ENSG00000087302,1.35961811184607,-0.296395254713219,1.785437115545155,1.3915500555410814,G2/M,protein_coding,RTRAF,22.243024302430246
ENSG00000165655,1.10796446780841,-0.841744255123792,2.2204901199409037,1.3914448077303967,M/G1,protein_coding,ZNF503,0.0
ENSG00000114784,1.33965620157551,-0.36714922926143295,1.8382905354375625,1.389056260547782,G2/M,protein_coding,EIF1B,22.66786678667867
ENSG00000007168,1.08155021941298,0.86905173411727,0.8939101961734599,1.3874443389500348,G2,protein_coding,PAFAH1B1,21.47974797479748
ENSG00000176142,1.38165398049554,0.12584529733943597,1.4799638812890126,1.3873733314006078,G2/M,protein_coding,TMEM39A,21.80858085808581
ENSG00000184260,-1.3727034339554798,0.19886537472593102,4.856259381192554,1.3870335810131098,S,protein_coding,HIST2H2AC,11.16831683168317
ENSG00000156110,1.2667290501117399,0.563827115189808,1.1520207444908368,1.3865437253185533,G2,protein_coding,ADK,21.770177017701773
ENSG00000101019,1.32111865537569,-0.416568054313678,1.8762433643829584,1.385237685545825,G2/M,protein_coding,UQCC1,23.26792679267927
ENSG00000115946,1.27572530090462,-0.536131368576085,1.9686420157568438,1.383803413689766,G2/M,protein_coding,PNO1,23.50795079507951
ENSG00000105887,1.37353350083227,0.161228399258359,1.4539488223698775,1.382963800913084,G2/M,protein_coding,MTPN,22.154215421542155
ENSG00000104231,-0.0953813382553808,1.37931176795672,6.214143818508598,1.382605711297071,S,protein_coding,ZFAND1,16.57845784578458
ENSG00000146386,-1.38100701217704,-0.0519688341091617,4.674775613155842,1.3819844888423387,S,protein_coding,ABRACL,10.383438343834385
ENSG00000226950,-1.3356696019792,-0.347446954060598,4.457899703850443,1.3801205279022777,S,processed_transcript,DANCR,9.204920492049206
ENSG00000145979,1.36491257198077,0.203708893552854,1.4226430434377353,1.3800303049077178,G2/M,protein_coding,TBC1D7,22.555055505550555
ENSG00000170445,1.20338058645091,0.6753698552740179,1.0593743061478331,1.3799453892309592,G2,protein_coding,HARS,21.7989798979898
ENSG00000170584,1.3013772903810399,0.45794234906397996,1.2324382842459467,1.3795992341929353,G2,protein_coding,NUDCD2,20.906090609060907
ENSG00000163156,1.3643186863552201,-0.190819263080044,1.7097590198511357,1.3775984426168768,G2/M,protein_coding,SCNM1,23.066306630663068
ENSG00000137203,1.3133488119771999,0.41261649106375103,1.2663895845970006,1.376639920465655,G2,protein_coding,TFAP2A,22.40624062406241
ENSG00000115738,1.19620150425871,-0.678374573183652,2.0866787832574976,1.37516911699358,M/G1,protein_coding,ID2,0.20882088208820884
ENSG00000131153,-1.12820411828819,0.786197181404817,5.321002578317593,1.3751183732942087,S,protein_coding,GINS2,16.650465046504653
ENSG00000178096,-1.3460996298645902,0.27173195364018204,4.911578272328629,1.3732525143434826,S,protein_coding,BOLA1,10.107410741074109
ENSG00000176946,1.24613580771726,-0.5730694608131961,2.0018337189703628,1.3715914326766099,G2/M,protein_coding,THAP4,23.82718271827183
ENSG00000002549,0.145444159326886,1.3632438020056798,0.10628770019571522,1.3709805495298633,S,protein_coding,LAP3,19.314731473147315
ENSG00000188342,1.3183374964763002,0.37396133587112107,1.294395733303645,1.3703506249649804,G2/M,protein_coding,GTF2F2,22.00780078007801
ENSG00000198826,1.16789091164529,-0.715066124069379,2.1201900382596337,1.3694118238482063,M/G1,protein_coding,ARHGAP11A,23.762376237623766
ENSG00000090686,1.31999101363015,-0.358187017800835,1.8357712665467323,1.3677259286075578,G2/M,protein_coding,USP48,23.255925592559258
ENSG00000162607,-0.960902756918606,0.9726406928462701,5.503857755610721,1.3672468780853917,S,protein_coding,USP1,14.166216621662167
ENSG00000106615,-0.0063287724186206,-1.3666190308955601,3.146223590986448,1.366633684996183,G1,protein_coding,RHEB,8.777677767776778
ENSG00000129292,1.3188260912867,-0.3573772808721021,1.835422610097034,1.36638968817175,G2/M,protein_coding,PHF20L1,22.53825382538254
ENSG00000076003,-0.638316174116659,1.2068076909945902,5.796662847697364,1.365222451171465,S,protein_coding,MCM6,14.732673267326733
ENSG00000113368,1.36284915497753,0.0600081281390532,1.5267933698504967,1.364169635589988,G2/M,protein_coding,LMNB1,21.054905490549057
ENSG00000100225,1.10512008594876,0.7996545620802371,0.9444125382526946,1.3640886419229252,G2,protein_coding,FBXO7,20.596459645964597
ENSG00000119559,-1.29104723593865,-0.439793428662844,4.3840692007194395,1.3638992724244148,S,protein_coding,C19orf25,9.12811281128113
ENSG00000164172,-0.7344151247874291,1.14910048565874,5.7144954065457005,1.3637439281836186,S,protein_coding,MOCS2,14.216621662166217
ENSG00000136122,1.3348942939885,-0.27499438391186404,1.7739588307692382,1.3629250483082778,G2/M,protein_coding,BORA,22.675067506750676
ENSG00000141551,1.1744277810322399,-0.6886594234345749,2.101139946688063,1.3614449729407179,M/G1,protein_coding,CSNK1D,22.451845184518454
ENSG00000090932,1.2651315229685802,0.502675152223374,1.1925934876321023,1.3613376065736198,G2,protein_coding,DLL3,22.130213021302133
ENSG00000141424,1.27086222054624,0.484736975712471,1.2064058436256004,1.3601693715249557,G2,protein_coding,SLC39A6,19.770777077707773
ENSG00000168385,0.948213992984627,0.974463005451756,0.7717466858717258,1.3596646371388494,G2,protein_coding,SEPT2,20.930093009300933
ENSG00000213160,-0.892435213763192,1.02570837280418,5.5671559438367755,1.3596022494851767,S,protein_coding,KLHL23,13.040504050405042
